User,First_Day,Last_Day,Total_Inc,Total_Locks,Days_of_Cycle,,,,
smicken,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,5,11,0,,,,
snarapur,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,8,3,0,,,,
snellur4,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,6,25,0,,,,
sogorma1,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,9,4,0,,,,
soliver4,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,2,0,,,,
solso24,2018-06-29T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,12,12,0,,,,
sperezv,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,8,5,0,,,,
sraviku2,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,7,19,0,,,,
sredd69,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,36,10,0,,,,
sreed43,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,5,12,0,,,,
sshapi8,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,6,3,0,,,,
sstammer,2018-06-23T00:00:00.000-05:00,2018-06-23T00:00:00.000-05:00,12,3,0,,,,
sstrasse,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,5,3,0,,,,
stitmus,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,8,6,0,,,,
stuff,2018-06-29T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,8,4,0,,,,
svinc12,2018-06-19T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,5,7,0,,,,
svinc12,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,5,7,0,,,,
swan,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,6,6,0,,,,
swatk12,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,6,11,0,,,,
swood11,2018-06-24T00:00:00.000-05:00,2018-06-24T00:00:00.000-05:00,10,1,0,,,,
tbarne29,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,8,15,0,,,,
tbarne30,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,10,3,0,,,,
tbowma6,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,6,1,0,,,,
tbryant9,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,24,28,0,,,,
tbullert,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,6,3,0,,,,
tbullock,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,9,3,0,,,,
tgarci15,2018-06-24T00:00:00.000-05:00,2018-06-24T00:00:00.000-05:00,5,3,0,,,,
tharri22,2018-06-29T00:00:00.000-05:00,2018-06-30T00:00:00.000-05:00,16,7,1,,,,
timamur,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,6,5,0,,,,
timamur,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,6,5,0,,,,
tkao1,2018-06-06T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,6,0,0,,,,
tkrol1,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,5,6,0,,,,
tkumar59,2018-06-18T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,22,3,1,,,,
tkusmit,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,5,0,,,,
tmatcham,2018-06-23T00:00:00.000-05:00,2018-06-23T00:00:00.000-05:00,12,1,0,,,,
tmatcham,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,6,1,0,,,,
tmorga12,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,6,1,0,,,,
tmorri36,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,6,6,0,,,,
tmyers25,2018-06-13T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,33,0,1,,,,
tnabeel,2018-06-01T00:00:00.000-05:00,2018-06-03T00:00:00.000-05:00,22,3,2,,,,
tnabeel,2018-06-08T00:00:00.000-05:00,2018-06-10T00:00:00.000-05:00,30,3,2,,,,
tnabeel,2018-06-13T00:00:00.000-05:00,2018-06-16T00:00:00.000-05:00,32,3,3,,,,
tnabeel,2018-06-28T00:00:00.000-05:00,2018-06-28T00:00:00.000-05:00,8,3,0,,,,
tnabeel,2018-06-30T00:00:00.000-05:00,2018-06-30T00:00:00.000-05:00,16,3,0,,,,
tnguye69,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,7,0,0,,,,
tnorman8,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,26,11,0,,,,
tpera,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,6,5,0,,,,
tromano,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,6,9,0,,,,
tsykes2,2018-06-18T00:00:00.000-05:00,2018-06-18T00:00:00.000-05:00,11,13,0,,,,
tsykes2,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,22,13,0,,,,
ttawonez,2018-06-18T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,16,11,1,,,,
ttzeng,2018-06-20T00:00:00.000-05:00,2018-06-20T00:00:00.000-05:00,6,3,0,,,,
ttzeng,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,9,3,0,,,,
twebst4,2018-06-01T00:00:00.000-05:00,2018-06-03T00:00:00.000-05:00,40,7,2,,,,
vch5,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,5,6,0,,,,
vgarci5,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,6,6,0,,,,
vhardi1,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,12,6,0,,,,
vkashya3,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,8,1,0,,,,
vpolace,2018-06-27T00:00:00.000-05:00,2018-06-27T00:00:00.000-05:00,5,8,0,,,,
vpothula,2018-06-26T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,12,17,0,,,,
vramesh5,2018-06-04T00:00:00.000-05:00,2018-06-04T00:00:00.000-05:00,6,1,0,,,,
vreynard,2018-06-22T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,8,4,0,,,,
vrincon2,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,6,2,0,,,,
vrincon2,2018-06-18T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,31,2,3,,,,
vrincon2,2018-06-25T00:00:00.000-05:00,2018-06-25T00:00:00.000-05:00,5,2,0,,,,
vsaliyev,2018-06-11T00:00:00.000-05:00,2018-06-11T00:00:00.000-05:00,8,4,0,,,,
vsaliyev,2018-06-14T00:00:00.000-05:00,2018-06-14T00:00:00.000-05:00,10,4,0,,,,
vsaliyev,2018-06-16T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,36,4,3,,,,
vsaliyev,2018-06-21T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,12,4,1,,,,
vsaliyev,2018-06-24T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,42,4,2,,,,
vshar48,2018-06-25T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,16,3,1,,,,
vthalapu,2018-06-01T00:00:00.000-05:00,2018-06-01T00:00:00.000-05:00,10,0,0,,,,
vthalapu,2018-06-04T00:00:00.000-05:00,2018-06-06T00:00:00.000-05:00,21,0,2,,,,
vthalapu,2018-06-11T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,22,0,1,,,,
vthalapu,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,6,0,0,,,,
vthalapu,2018-06-18T00:00:00.000-05:00,2018-06-19T00:00:00.000-05:00,15,0,1,,,,
vthalapu,2018-06-21T00:00:00.000-05:00,2018-06-22T00:00:00.000-05:00,17,0,1,,,,
vthalapu,2018-06-25T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,15,0,1,,,,
vthalapu,2018-06-28T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,21,0,1,,,,
wclegg,2018-06-15T00:00:00.000-05:00,2018-06-15T00:00:00.000-05:00,63,3,0,,,,
wharri15,2018-06-21T00:00:00.000-05:00,2018-06-21T00:00:00.000-05:00,12,3,0,,,,
wstolar,2018-06-17T00:00:00.000-05:00,2018-06-17T00:00:00.000-05:00,6,10,0,,,,
xrong,2018-06-12T00:00:00.000-05:00,2018-06-12T00:00:00.000-05:00,16,2,0,,,,
xrong,2018-06-29T00:00:00.000-05:00,2018-06-29T00:00:00.000-05:00,16,2,0,,,,
ygeng,2018-06-01T00:00:00.000-05:00,2018-06-05T00:00:00.000-05:00,194,5,4,,,,
ygeng,2018-06-08T00:00:00.000-05:00,2018-06-26T00:00:00.000-05:00,884,5,18,,,,
yrutagar,2018-06-03T00:00:00.000-05:00,2018-06-03T00:00:00.000-05:00,5,3,0,,,,
ythomas8,2018-06-13T00:00:00.000-05:00,2018-06-13T00:00:00.000-05:00,6,13,0,,,,
